Customer_id,CUSTOMERNAME,CONTACTLASTNAME,CONTACTFIRSTNAME,CITY,COUNTRY,POSTALCODE,DEALSIZE
CUS10015,"La Corne D'abondance, Co.",Bertrand,Marie,Paris,France,75012,Small
CUS10015,"La Corne D'abondance, Co.",Bertrand,Marie,Paris,France,75012,Medium
CUS10015,"La Corne D'abondance, Co.",Bertrand,Marie,Paris,France,75012,Medium
CUS10015,"La Corne D'abondance, Co.",Bertrand,Marie,Paris,France,75012,Medium
CUS10015,"La Corne D'abondance, Co.",Bertrand,Marie,Paris,France,75012,Medium
CUS10015,"La Corne D'abondance, Co.",Bertrand,Marie,Paris,France,75012,Medium
CUS10016,Classic Legends Inc.,Hernandez,Maria,NYC,USA,10022,Medium
CUS10016,Classic Legends Inc.,Hernandez,Maria,NYC,USA,10022,Medium
CUS10016,Classic Legends Inc.,Hernandez,Maria,NYC,USA,10022,Small
CUS10016,Classic Legends Inc.,Hernandez,Maria,NYC,USA,10022,Large
CUS10016,Classic Legends Inc.,Hernandez,Maria,NYC,USA,10022,Medium
CUS10017,Royale Belge,Cartrain,Pascale,Charleroi,Belgium,B-6000,Small
CUS10018,"Dragon Souveniers, Ltd.",Natividad,Eric,Singapore,Singapore,79903,Medium
CUS10018,"Dragon Souveniers, Ltd.",Natividad,Eric,Singapore,Singapore,79903,Small
CUS10018,"Dragon Souveniers, Ltd.",Natividad,Eric,Singapore,Singapore,79903,Medium
CUS10018,"Dragon Souveniers, Ltd.",Natividad,Eric,Singapore,Singapore,79903,Small
CUS10018,"Dragon Souveniers, Ltd.",Natividad,Eric,Singapore,Singapore,79903,Medium
CUS10018,"Dragon Souveniers, Ltd.",Natividad,Eric,Singapore,Singapore,79903,Medium
CUS10018,"Dragon Souveniers, Ltd.",Natividad,Eric,Singapore,Singapore,79903,Small
CUS10018,"Dragon Souveniers, Ltd.",Natividad,Eric,Singapore,Singapore,79903,Medium
CUS10018,"Dragon Souveniers, Ltd.",Natividad,Eric,Singapore,Singapore,79903,Medium
CUS10018,"Dragon Souveniers, Ltd.",Natividad,Eric,Singapore,Singapore,79903,Medium
CUS10018,"Dragon Souveniers, Ltd.",Natividad,Eric,Singapore,Singapore,79903,Small
CUS10018,"Dragon Souveniers, Ltd.",Natividad,Eric,Singapore,Singapore,79903,Small
CUS10019,Enaco Distributors,Saavedra,Eduardo,Barcelona,Spain,8022,Medium
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Small
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Small
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Medium
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Small
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Small
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Small
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Small
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Small
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Small
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Medium
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Medium
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Small
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Medium
CUS10020,Salzburg Collectables,Pipps,Georg,Salzburg,Austria,5020,Small
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Medium
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Large
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Small
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Small
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Small
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Small
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Medium
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Small
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Small
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Medium
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Small
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Small
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Medium
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Medium
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Small
CUS10022,Reims Collectables,Henriot,Paul,Reims,France,51100,Medium
CUS10022,Reims Collectables,Henriot,Paul,Reims,France,51100,Small
CUS10022,Reims Collectables,Henriot,Paul,Reims,France,51100,Small
CUS10022,Reims Collectables,Henriot,Paul,Reims,France,51100,Large
CUS10022,Reims Collectables,Henriot,Paul,Reims,France,51100,Small
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Medium
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Medium
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Medium
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Small
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Medium
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Medium
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Small
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Medium
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Small
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Large
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Small
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Small
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Small
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Small
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Medium
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Small
CUS10023,Marseille Mini Autos,Lebihan,Laurence,Marseille,France,13008,Small
CUS10024,Atelier graphique,Schmitt,Carine,Nantes,France,44000,Small
CUS10024,Atelier graphique,Schmitt,Carine,Nantes,France,44000,Medium
CUS10024,Atelier graphique,Schmitt,Carine,Nantes,France,44000,Medium
CUS10024,Atelier graphique,Schmitt,Carine,Nantes,France,44000,Medium
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Small
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Small
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Medium
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Small
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Small
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Small
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Medium
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Small
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Small
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Small
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Medium
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Small
CUS10025,Signal Gift Stores,King,Sue,Las Vegas,USA,83030,Medium
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Medium
CUS10021,"Australian Collectors, Co.",Ferguson,Peter,Melbourne,Australia,3004,Medium
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Medium
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Small
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Medium
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Medium
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Large
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Medium
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Small
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Small
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Small
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Medium
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Large
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Small
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Small
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Medium
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Medium
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Medium
CUS10026,"Corrida Auto Replicas, Ltd",Sommer,Mart??n,Madrid,Spain,28023,Small
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Large
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Large
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Large
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Medium
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Medium
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Small
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Small
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Small
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Medium
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Large
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Small
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Small
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Small
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Medium
CUS10027,Muscle Machine Inc,Young,Jeff,NYC,USA,10022,Medium
CUS1006,Euro Shopping Channel,Freyre,Diego,Madrid,Spain,28034,Medium
CUS1006,Euro Shopping Channel,Freyre,Diego,Madrid,Spain,28034,Medium
CUS1006,Euro Shopping Channel,Freyre,Diego,Madrid,Spain,28034,Medium
CUS1006,Euro Shopping Channel,Freyre,Diego,Madrid,Spain,28034,Medium
CUS10028,"Stylish Desk Decors, Co.",Brown,Ann,London,UK,WX3 6FW,Medium
CUS10028,"Stylish Desk Decors, Co.",Brown,Ann,London,UK,WX3 6FW,Medium
CUS10028,"Stylish Desk Decors, Co.",Brown,Ann,London,UK,WX3 6FW,Medium
CUS10028,"Stylish Desk Decors, Co.",Brown,Ann,London,UK,WX3 6FW,Medium
CUS10028,"Stylish Desk Decors, Co.",Brown,Ann,London,UK,WX3 6FW,Small
CUS10028,"Stylish Desk Decors, Co.",Brown,Ann,London,UK,WX3 6FW,Medium
CUS10028,"Stylish Desk Decors, Co.",Brown,Ann,London,UK,WX3 6FW,Small
CUS10028,"Stylish Desk Decors, Co.",Brown,Ann,London,UK,WX3 6FW,Small
CUS10028,"Stylish Desk Decors, Co.",Brown,Ann,London,UK,WX3 6FW,Medium
CUS10029,Auto-Moto Classics Inc.,Taylor,Leslie,Brickhaven,USA,58339,Medium
CUS10029,Auto-Moto Classics Inc.,Taylor,Leslie,Brickhaven,USA,58339,Medium
CUS10030,Gift Ideas Corp.,Lewis,Dan,Glendale,USA,97561,Medium
CUS10030,Gift Ideas Corp.,Lewis,Dan,Glendale,USA,97561,Small
CUS10030,Gift Ideas Corp.,Lewis,Dan,Glendale,USA,97561,Medium
CUS10030,Gift Ideas Corp.,Lewis,Dan,Glendale,USA,97561,Small
CUS10030,Gift Ideas Corp.,Lewis,Dan,Glendale,USA,97561,Small
CUS10030,Gift Ideas Corp.,Lewis,Dan,Glendale,USA,97561,Small
CUS10030,Gift Ideas Corp.,Lewis,Dan,Glendale,USA,97561,Small
CUS10030,Gift Ideas Corp.,Lewis,Dan,Glendale,USA,97561,Small
CUS1006,Euro Shopping Channel,Freyre,Diego,Madrid,Spain,28034,Small
CUS1006,Euro Shopping Channel,Freyre,Diego,Madrid,Spain,28034,Small
CUS1006,Euro Shopping Channel,Freyre,Diego,Madrid,Spain,28034,Medium
CUS1006,Euro Shopping Channel,Freyre,Diego,Madrid,Spain,28034,Medium
CUS1006,Euro Shopping Channel,Freyre,Diego,Madrid,Spain,28034,Medium
CUS1006,Euro Shopping Channel,Freyre,Diego,Madrid,Spain,28034,Small
CUS1006,Euro Shopping Channel,Freyre,Diego,Madrid,Spain,28034,Small
CUS1006,Euro Shopping Channel,Freyre,Diego,Madrid,Spain,28034,Small
CUS10031,Lyon Souveniers,Da Cunha,Daniel,Paris,France,75508,Small
CUS10031,Lyon Souveniers,Da Cunha,Daniel,Paris,France,75508,Medium
CUS10031,Lyon Souveniers,Da Cunha,Daniel,Paris,France,75508,Medium
CUS10031,Lyon Souveniers,Da Cunha,Daniel,Paris,France,75508,Large
CUS10031,Lyon Souveniers,Da Cunha,Daniel,Paris,France,75508,Medium
CUS10031,Lyon Souveniers,Da Cunha,Daniel,Paris,France,75508,Small
CUS10031,Lyon Souveniers,Da Cunha,Daniel,Paris,France,75508,Medium
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Small
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Medium
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Medium
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Small
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Medium
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Small
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Large
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Small
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Medium
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Medium
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Small
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Medium
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Small
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Small
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Medium
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Small
CUS10014,Mini Gifts Distributors Ltd.,Nelson,Valarie,San Rafael,USA,97562,Small
CUS10032,Alpha Cognac,Roulet,Annette,Toulouse,France,31000,Medium
CUS10032,Alpha Cognac,Roulet,Annette,Toulouse,France,31000,Medium
CUS10032,Alpha Cognac,Roulet,Annette,Toulouse,France,31000,Large
CUS10022,Reims Collectables,Henriot,Paul,Reims,France,51100,Small
